id,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
2787,CERTIFIED,"MAKE-UP PRO WORKSHOP, INC.",ADVERTISING AND PROMOTIONS MANAGERS,MARKETING AND PROMOTIONS DIRECTOR,N,53809.6,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2788,CERTIFIED,FRIENDSHIP NURSING STAFFING SERVICES LLC,ADVERTISING AND PROMOTIONS MANAGERS,ADVERTISING AND PROMOTION MANAGER,Y,93204.8,2016,"VICTORIA, TEXAS",-97.0035982,28.8052674
2789,CERTIFIED,HANN LAW FIRM,ADVERTISING AND PROMOTIONS MANAGERS,ADVERTISING & MARKETING MANAGER,N,58760,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
2790,CERTIFIED,HART ENERGY PUBLISHING LLLP,ADVERTISING AND PROMOTIONS MANAGERS,DOWNSTREAM PUBLISHER (ADVERTISING & PROMOTIONS MANAGER),Y,87422,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
2791,CERTIFIED,"YEE-HAW ONLINE MARKETING AND MEDIA PRODUCTION, LLC",ADVERTISING AND PROMOTIONS MANAGERS,ADVERTISING AND PROMOTIONS MANAGER,N,40622.4,2016,"METAIRIE, LOUISIANA",-90.1528519,29.9840922
2792,CERTIFIED,"R/GA MEDIA GROUP, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ASSOCIATE CREATIVE DIRECTOR,Y,178506,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2793,CERTIFIED,PINC SOLUTIONS,ADVERTISING AND PROMOTIONS MANAGERS,MARKETING COMMUNICATIONS MANAGER,Y,106517,2016,"ALAMEDA, CALIFORNIA",-122.2416355,37.7652065
2794,CERTIFIED,"R/GA MEDIA GROUP, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ASSOCIATE CREATIVE DIRECTOR,Y,139984,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2795,CERTIFIED,IMPATIENTS LLC,ADVERTISING AND PROMOTIONS MANAGERS,CHIEF MARKETING OFFICER,Y,139984,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2796,CERTIFIED,SOUTHERN BAPTIST THEOLOGICAL SEMINARY,ADVERTISING AND PROMOTIONS MANAGERS,CREATIVE DIRECTOR FOR RELIGIOUS COMMUNICATIONS,N,42162,2016,"LOUISVILLE, KENTUCKY",-85.7584557,38.2526647
2797,CERTIFIED,"HUGE, LLC",ADVERTISING AND PROMOTIONS MANAGERS,PROJECT MANAGER,Y,79259,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
2798,CERTIFIED,"FCB WORLDWIDE, INC.",ADVERTISING AND PROMOTIONS MANAGERS,SENIOR STRATEGIC PLANNER,Y,78875,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
2799,CERTIFIED,"BENEFIT COSMETICS, LLC",ADVERTISING AND PROMOTIONS MANAGERS,"ASSOCIATE MANAGER, PRODUCT INNOVATION",Y,74547,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
2800,CERTIFIED,"YELLOWPAGES.COM, LLC",ADVERTISING AND PROMOTIONS MANAGERS,PRINCIPAL PRODUCT MANAGER,Y,131602,2016,"GLENDALE, CALIFORNIA",-118.255075,34.1425078
2801,DENIED,HNG GROUP LLC,ADVERTISING AND PROMOTIONS MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,89960,2016,"TUKWILA, WASHINGTON",-122.2609558,47.4739884
2802,WITHDRAWN,"KAYCEE INVESTMENT GROUP, LLC",ADVERTISING AND PROMOTIONS MANAGERS,MARKETING MANAGER,Y,70844.8,2016,"ROCKVILLE, MARYLAND",-77.1527578,39.0839973
2803,CERTIFIED,"KAYCEE INVESTMENT GROUP, LLC",ADVERTISING AND PROMOTIONS MANAGERS,MARKETING MANAGER,Y,74880,2016,"ROCKVILLE, MARYLAND",-77.1527578,39.0839973
2804,CERTIFIED,CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY),ADVERTISING AND PROMOTIONS MANAGERS,MANAGER,Y,148886,2016,"SOUTHBOROUGH, MASSACHUSETTS",-71.5245087,42.3056501
2805,CERTIFIED,"HUGE, LLC",ADVERTISING AND PROMOTIONS MANAGERS,GROUP PLANNING DIRECTOR,Y,114733,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
2806,CERTIFIED,"FCB WORLDWIDE, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT EXECUTIVE,N,54876,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2807,CERTIFIED,"LAFAYETTE 148, INC.",ADVERTISING AND PROMOTIONS MANAGERS,MERCHANDISING MANAGER,Y,101442,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2808,CERTIFIED,GRAND SUPERCENTER INC.,ADVERTISING AND PROMOTIONS MANAGERS,ADVERTISING MANAGER,Y,101441.6,2016,"LYNDHURST, NEW JERSEY",-74.1243063,40.8120171
2809,CERTIFIED,AMAZON CORPORATE LLC,ADVERTISING AND PROMOTIONS MANAGERS,USER EXPERIENCE DESIGNER III,Y,118851,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
2810,CERTIFIED,"JUNGLE CONCEPTS, LLC",ADVERTISING AND PROMOTIONS MANAGERS,COMMUNICATIONS MANAGER,N,47070,2016,"SCOTTSDALE, ARIZONA",-111.9260519,33.4941704
2811,CERTIFIED,"ELECTRONIC ARTS, INC.",ADVERTISING AND PROMOTIONS MANAGERS,SR. MOBILE ACQUISITIONS MANAGER,Y,98134,2016,"REDWOOD CITY, CALIFORNIA",-122.2363548,37.4852152
2812,CERTIFIED,"MCCANN-ERICKSON USA, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ASSOCIATE PLANNING DIRECTOR,Y,118310,2016,"NEWPORT BEACH, CALIFORNIA",-117.9289469,33.6189101
2813,CERTIFIED,"FACEBOOK, INC.",ADVERTISING AND PROMOTIONS MANAGERS,GLOBAL CLIENT PARTNER,Y,178506,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2814,CERTIFIED,JOE HECK RACING LLC,ADVERTISING AND PROMOTIONS MANAGERS,ADVERTISING AND PROMOTIONS DIRECTOR,Y,78457.6,2016,"EATONTOWN, NEW JERSEY",-74.0509725,40.2962222
2815,CERTIFIED,"JALARAM PRODUCTION, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ADVERTISING AND PROMOTION MANAGER,Y,78458,2016,"SOUTH PLAINFIELD, NEW JERSEY",-74.4115401,40.5792701
2816,CERTIFIED,INVESTIS INC.,ADVERTISING AND PROMOTIONS MANAGERS,ASSOCIATE DIRECTOR - ACCOUNT DEVELOPER,Y,82100,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2817,CERTIFIED,BBDO ATLANTA INC.,ADVERTISING AND PROMOTIONS MANAGERS,ASSOCIATE HEAD OF STRATEGY,Y,130354,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
2818,CERTIFIED,ENERGY BBDO INC.,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT SUPERVISOR,N,56789,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
2819,DENIED,"NOVA MARKETING SERVICES, INC",ADVERTISING AND PROMOTIONS MANAGERS,MARKETING & ADVERTISING PROJECT MANAGER,Y,70449.6,2016,"FT LAUDERDALE, FLORIDA",-80.1373174,26.1224386
2820,CERTIFIED,"NOVA MARKETING SERVICES, INC",ADVERTISING AND PROMOTIONS MANAGERS,MARKETING & ADVERTISING PROJECT MANAGER,Y,70450,2016,"FT LAUDERDALE, FLORIDA",-80.1373174,26.1224386
2821,CERTIFIED,"AL & JOHN, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ADVERTISING & PROMOTIONS MANAGER,Y,73840,2016,"WEST CALDWELL, NEW JERSEY",-74.3018154,40.8409329
2822,CERTIFIED,"STUDIO STYLES INTERNATIONAL, INC.",ADVERTISING AND PROMOTIONS MANAGERS,PROMOTIONS AND MARKWTING DIRECTOR,Y,70449.6,2016,"WESTON, FLORIDA",-80.3997748,26.1003654
2823,CERTIFIED,"EYA PRODUCTIONS, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ADVERTISING AND PROMOTIONS MANAGER,N,50481.6,2016,"AUSTIN, TEXAS",-97.7430608,30.267153
2824,DENIED,ION MARKETING GROUP LLC,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,95890,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2825,DENIED,"NOVA MARKETING SERVICES, INC",ADVERTISING AND PROMOTIONS MANAGERS,MARKETING & ADVERTISING PROJECT MANAGER,Y,70449.6,2016,"FT LAUDERDALE, FLORIDA",-80.1373174,26.1224386
2826,CERTIFIED,"DROGA5, LLC",ADVERTISING AND PROMOTIONS MANAGERS,"CREATIVE DIRECTOR, COPYWRITER",Y,187387,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2827,CERTIFIED,"NOVA MARKETING SERVICES, INC",ADVERTISING AND PROMOTIONS MANAGERS,MARKETING & ADVERTISING PROJECT MANAGER,Y,70449.6,2016,"FT LAUDERDALE, FLORIDA",-80.1373174,26.1224386
2828,CERTIFIED,RESOLUTION MEDIA INC.,ADVERTISING AND PROMOTIONS MANAGERS,ADVERTISING SUPERVISOR,Y,83371,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2829,CERTIFIED,"EVEO, INC.",ADVERTISING AND PROMOTIONS MANAGERS,"SVP, DIRECTOR OF ENGAGEMENT",Y,187387,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2830,CERTIFIED,APPLE INC.,ADVERTISING AND PROMOTIONS MANAGERS,PRODUCER 3,Y,101774,2016,"CUPERTINO, CALIFORNIA",-122.0321823,37.3229978
2831,CERTIFIED,BOEAU BELLE LTD. INC,ADVERTISING AND PROMOTIONS MANAGERS,REGIONAL ADVERTISING AND PROMOTIONS MANAGER,N,48838,2016,"SAN ANTONIO, TEXAS",-98.4936282,29.4241219
2832,CERTIFIED,CONDE NAST ENTERTAINMENT LLC,ADVERTISING AND PROMOTIONS MANAGERS,HEAD OF SYNDICATION AND SOCIAL VIDEO,Y,105019,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2833,CERTIFIED,"GIANT CREATIVE STRATEGY, LLC",ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT SUPERVISOR,Y,102086,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
2834,CERTIFIED,CONDE NAST ENTERTAINMENT LLC,ADVERTISING AND PROMOTIONS MANAGERS,HEAD OF SYNDICATION AND SOCIAL VIDEO,Y,105019,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2835,CERTIFIED,ENTHUSE LLC,ADVERTISING AND PROMOTIONS MANAGERS,NATIONAL PROGRAM DIRECTOR,Y,163488,2016,"NORWALK, CONNECTICUT",-73.4081575,41.117744
2836,CERTIFIED,"LIFTOFF MOBILE, INC.",ADVERTISING AND PROMOTIONS MANAGERS,EVENTS AND PROMOTIONS MANAGER,Y,101774,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
2837,CERTIFIED,"GBS CONSULTANTS, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ADVERTISING & PROMOTION SPECIALIST,Y,70449.6,2016,"MIRAMAR, FLORIDA",-80.3035602,25.9860762
2838,CERTIFIED-WITHDRAWN,GSD&M IDEA CITY LLC,ADVERTISING AND PROMOTIONS MANAGERS,SEARCH ENGINE MARKETING ANALYST,N,34382,2016,"AUSTIN, TEXAS",-97.7430608,30.267153
2839,CERTIFIED,"DEMANDGEN PARTNERS, LLC",ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,N,50482,2016,"AUSTIN, TEXAS",-97.7430608,30.267153
2840,WITHDRAWN,360I LLC,ADVERTISING AND PROMOTIONS MANAGERS,"SUPERVISOR, DIGITAL COMMUNITIES",N,67829,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2841,WITHDRAWN,TBWA WORLDWIDE INC.,ADVERTISING AND PROMOTIONS MANAGERS,GROUP ACCOUNT DIRECTOR,Y,147243,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2842,WITHDRAWN,TBWA WORLDWIDE INC.,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT MANAGER,Y,86070,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2843,WITHDRAWN,MARS ADVERTISING INC.,ADVERTISING AND PROMOTIONS MANAGERS,"DIRECTOR, CLIENT LEADERSHIP",Y,126110,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2844,WITHDRAWN,HAVAS WORLDWIDE NEW YORK INC.,ADVERTISING AND PROMOTIONS MANAGERS,"EXECUTIVE DIRECTOR, TECHNOLOGY BRANDS",Y,206170,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2845,CERTIFIED-WITHDRAWN,DDB CHICAGO INC.,ADVERTISING AND PROMOTIONS MANAGERS,CREATIVE DIRECTOR,Y,170685,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
2846,WITHDRAWN,MCCANN-ERICKSON USA INC.,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,86070,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2847,CERTIFIED-WITHDRAWN,DDB WORLDWIDE COMMUNICATIONS GROUP INC.,ADVERTISING AND PROMOTIONS MANAGERS,MANAGEMENT SUPERVISOR,Y,126110,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2848,CERTIFIED-WITHDRAWN,"TBWA WORLDWIDE, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,143998,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
2849,WITHDRAWN,GRUPO GALLEGOS,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,89794,2016,"HUNTINGTON BEACH, CALIFORNIA",-117.9992265,33.660297
2850,CERTIFIED-WITHDRAWN,ARNOLD WORLDWIDE LLC,ADVERTISING AND PROMOTIONS MANAGERS,DIGITAL STRATEGY DIRECTOR,Y,117416,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
2851,CERTIFIED-WITHDRAWN,"BRAINJUICER, INC.",ADVERTISING AND PROMOTIONS MANAGERS,PLANNING DIRECTOR,Y,151819,2016,"DENVER, COLORADO",-104.990251,39.7392358
2852,CERTIFIED,BBDO USA LLC,ADVERTISING AND PROMOTIONS MANAGERS,MANAGER,N,54861,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2853,CERTIFIED,SEED COMMUNICATIONS LLC,ADVERTISING AND PROMOTIONS MANAGERS,PROJECT MANAGER,Y,101441.6,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2854,DENIED,CULT HEALTH LLC,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,1.00E+05,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2855,CERTIFIED,"WIEDEN + KENNEDY, INC.",ADVERTISING AND PROMOTIONS MANAGERS,SENIOR STRATEGIST,Y,94390,2016,"PORTLAND, OREGON",-122.6764816,45.5230622
2856,WITHDRAWN,DJ HADDAD DESIGN AND CONSULTING LLC,ADVERTISING AND PROMOTIONS MANAGERS,PRODUCT MANAGER - TFS/ACCOUNT DIRECTOR - H&P,Y,76690,2016,"FAIRFIELD, CONNECTICUT",-73.2612615,41.1408363
2857,CERTIFIED-WITHDRAWN,"REMY COINTREAU USA, INC.",ADVERTISING AND PROMOTIONS MANAGERS,NATIONAL PROMOTIONS MANAGER,Y,72200,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2858,CERTIFIED,"DDB WORLDWIDE COMMUNICATIONS GROUP, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ASSOCIATE CREATIVE DIRECTOR,Y,145288,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
2859,CERTIFIED,CULT HEALTH LLC,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,1.00E+05,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2860,CERTIFIED,HADDAD AND PARTNERS LLC,ADVERTISING AND PROMOTIONS MANAGERS,PRODUCT MANAGER - TFS/ACCOUNT DIRECTOR - H&P,Y,76690,2016,"FAIRFIELD, CONNECTICUT",-73.2612615,41.1408363
2861,CERTIFIED,BBDO USA LLC,ADVERTISING AND PROMOTIONS MANAGERS,ASSOCIATE CREATIVE DIRECTOR,Y,139984,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2862,CERTIFIED,"180LA, LLC",ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,131602,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
2863,CERTIFIED,"HUGE, LLC",ADVERTISING AND PROMOTIONS MANAGERS,ASSOCIATE CREATIVE DIRECTOR,Y,139984,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
2864,CERTIFIED,"KEVIN MURPHY, USA",ADVERTISING AND PROMOTIONS MANAGERS,DIRECTOR OF EDUCATION AND PROMOTIONS,Y,95181,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
2865,DENIED,AESOP USA INC,ADVERTISING AND PROMOTIONS MANAGERS,HEAD OF DIGITAL CREATIVE,Y,178506,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2866,CERTIFIED,MOTHER INDUSTRIES LLC,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT SUPERVISOR (MOTHER),Y,81261,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2867,CERTIFIED,AESOP USA INC,ADVERTISING AND PROMOTIONS MANAGERS,HEAD OF DIGITAL CREATIVE,Y,178506,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2868,CERTIFIED,RED INTERACTIVE AGENCY LLC,ADVERTISING AND PROMOTIONS MANAGERS,PRODUCT MANAGER,N,63482,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
2869,CERTIFIED,"CANVAS WORLDWIDE, LLC",ADVERTISING AND PROMOTIONS MANAGERS,"ASSOCIATE MEDIA DIRECTOR, STRATEGY",Y,97552,2016,"PLAYA VISTA, CALIFORNIA",-118.4265872,33.9719826
2870,CERTIFIED,BBDO USA LLC,ADVERTISING AND PROMOTIONS MANAGERS,"SVP, SENIOR DIRECTOR",Y,178506,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2871,DENIED,"INSTRUMENT MARKETING, INC.",ADVERTISING AND PROMOTIONS MANAGERS,SENIOR INTERACTIVE PRODUCER,Y,1.00E+05,2016,"PORTLAND, OREGON",-122.6764816,45.5230622
2872,DENIED,"BRIGADE MARKETING, LLC",ADVERTISING AND PROMOTIONS MANAGERS,SOCIAL MEDIA MANAGER,N,50000,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2873,CERTIFIED,MIRO HOUSE INC.,ADVERTISING AND PROMOTIONS MANAGERS,OPERATIONS MANAGER,N,67475,2016,"WEST HOLLYWOOD, CALIFORNIA",-118.3617443,34.0900091
2874,CERTIFIED,"CHARGEPOINT, INC.",ADVERTISING AND PROMOTIONS MANAGERS,PARTNER ACCOUNT MANAGER,Y,85488,2016,"CAMPBELL, CALIFORNIA",-121.9499568,37.2871651
2875,CERTIFIED,"ENGINE USA, LLC",ADVERTISING AND PROMOTIONS MANAGERS,CHIEF STRATEGY OFFICER,Y,217048,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2876,CERTIFIED,"BI-LO HOLDING, LLC",ADVERTISING AND PROMOTIONS MANAGERS,DIRECTOR ADVERTISING AND MEDIA,Y,108181,2016,"JACKSONVILLE, FLORIDA",-81.655651,30.3321838
2877,CERTIFIED,THE AMERICAN PROJECTS LLC,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,97552,2016,"WEST HOLLYWOOD, CALIFORNIA",-118.3617443,34.0900091
2878,DENIED,"INSTRUMENT MARKETING, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ADVERTISING AND PROMOTIONS MANAGER,Y,94390,2016,"PORTLAND, OREGON",-122.6764816,45.5230622
2879,CERTIFIED,HEAT VENTURES LLC,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,121701,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
2880,CERTIFIED,"INSTRUMENT MARKETING, INC.",ADVERTISING AND PROMOTIONS MANAGERS,SENIOR INTERACTIVE PRODUCER,Y,94390,2016,"PORTLAND, OREGON",-122.6764816,45.5230622
2881,CERTIFIED,THE GATE WORLDWIDE LLC,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,101442,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2882,CERTIFIED,"INSTRUMENT MARKETING, INC.",ADVERTISING AND PROMOTIONS MANAGERS,SENIOR INTERACTIVE PRODUCER,Y,94390,2016,"PORTLAND, OREGON",-122.6764816,45.5230622
2883,CERTIFIED-WITHDRAWN,OTTER PRODUCTS LLC,ADVERTISING AND PROMOTIONS MANAGERS,DIRECTOR CREATIVE SERVICES,Y,131851,2016,"FORT COLLINS, COLORADO",-105.084423,40.5852602
2884,CERTIFIED,"DROGA5, LLC",ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT MANAGER,Y,101442,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2885,CERTIFIED,"SUNDAYSKY, INC.",ADVERTISING AND PROMOTIONS MANAGERS,CREATIVE STRATEGY DIRECTOR,Y,144123,2016,"NEW YORK CITY, NEW YORK",-74.0059413,40.7127837
2886,CERTIFIED,"SUPERMOON, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,131601.6,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
2887,CERTIFIED,"DDB WORLDWIDE COMMUNICATIONS GROUP, INC.",ADVERTISING AND PROMOTIONS MANAGERS,BUSINESS LEAD,Y,145288,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
2888,CERTIFIED,"DERMSTORE, LLC",ADVERTISING AND PROMOTIONS MANAGERS,SOCIAL MEDIA SPECIALIST,N,53000,2016,"EL SEGUNDO, CALIFORNIA",-118.4164652,33.9191799
2889,CERTIFIED,"ONESTOP INTERNET, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,N,63482,2016,"EL SEGUNDO, CALIFORNIA",-118.4164652,33.9191799
2890,CERTIFIED,"DROGA5, LLC",ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,139984,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2891,CERTIFIED,"GREY GLOBAL GROUP, LLC",ADVERTISING AND PROMOTIONS MANAGERS,"SVP, ACCOUNT DIRECTOR",Y,178506,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2892,CERTIFIED,"DROGA5, LLC",ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,101442,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2893,CERTIFIED,TUBEMOGUL INC.,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT EXECUTIVE,N,63482,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
2894,CERTIFIED,"STARCOM WORLDWIDE, INC.",ADVERTISING AND PROMOTIONS MANAGERS,"EVP, GLOBAL NETWORK CLIENT OPERATIONS",Y,152838,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
2895,CERTIFIED,KIRSHENBAUM BOND SENECAL + PARTNERS,ADVERTISING AND PROMOTIONS MANAGERS,ASSOCIATE BRAND STRATEGY DIRECTOR,Y,101442,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2896,CERTIFIED,DELOITTE CONSULTING LLP,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,121701,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
2897,CERTIFIED,"STARCOM WORLDWIDE, INC.",ADVERTISING AND PROMOTIONS MANAGERS,"EVP, GLOBAL NETWORK CLIENT OPERATIONS",Y,152838,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
2898,CERTIFIED,"DENTSU MCGARRY BOWEN, LLC",ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,101442,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2899,CERTIFIED,SELECT WORLD L.P.,ADVERTISING AND PROMOTIONS MANAGERS,DIRECTOR OF CLIENT SERVICES,Y,97552,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
2900,CERTIFIED,RESOLUTION MEDIA INC.,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,98134,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
2901,CERTIFIED,OUT THERE INC,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT EXECUTIVE,Y,101441.6,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2902,CERTIFIED,INTEL CORPORATION,ADVERTISING AND PROMOTIONS MANAGERS,OPERATIONS LEAD,Y,106517,2016,"SANTA CLARA, CALIFORNIA",-121.9552356,37.3541079
2903,CERTIFIED,SID LEE USA INC,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT EXECUTIVE,Y,101441.6,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2904,CERTIFIED,"ROSETTA MARKETING GROUP, LLC",ADVERTISING AND PROMOTIONS MANAGERS,"SENIOR VICE PRESIDENT, STRATEGIC PLANNING",Y,217048,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2905,CERTIFIED,KIRSHENBAUM BOND SENECAL + PARTNERS,ADVERTISING AND PROMOTIONS MANAGERS,"ASSOCIATE DIRECTOR, USER EXPERIENCE",Y,139984,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2906,CERTIFIED,JONES KNOWLES RITCHIE INC.,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,101442,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2907,CERTIFIED,"DENTSU MCGARRY BOWEN, LLC",ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,101442,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2908,CERTIFIED,"BADILLO SAATCHI & SAATCHI, INC",ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,N,45552,2016,"GUAYNABO, PUERTO RICO",-66.1110682,18.3615548
2909,CERTIFIED,"TBWA WORLDWIDE, INC.",ADVERTISING AND PROMOTIONS MANAGERS,BRAND DIRECTOR,Y,97552,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
2910,CERTIFIED,ALL BRANDED PROMOTIONS,ADVERTISING AND PROMOTIONS MANAGERS,SENIOR ACCOUNT MANGER,N,66000,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
2911,CERTIFIED,"ALDEBARAN ROBOTICS, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ADVERTISING AND PROMOTIONS MANAGER,Y,74547,2016,"SAN CARLOS, CALIFORNIA",-122.2605222,37.5071591
